dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
boiler,MCAR,20p,1,interpolatelinear,429.3352857143019
lake2,MNAR,5p,9,imputebfill,72.45659999999987
lake2,MAR,50p,7,interpolateindex,734.6560288210436
boiler,MNAR,50p,9,imputemedian,149103.65999999997
lake1,MAR,5p,9,interpolatequadratic,47.25498630025032
lake3,MCAR,50p,9,gafsd2all4,6035.427400000004
lake2,MCAR,2p,1,interpolatecubic,25.47828249742338
boiler,MAR,20p,8,mtfunet,181220.97012568012
lake1,MAR,20p,3,gafunet,1203.9820137137617
vibr,MNAR,5p,1,specsd2all4,75.70909410193813
lake1,MAR,2p,7,specsd2all4,150.0494789099538
boiler,MCAR,5p,4,mtfunet,52986.029191411806
vibr,MAR,2p,10,interpolateindex,43.97483945972318
vibr,MCAR,5p,8,specsd2all4,115.85046847454348
lake3,MNAR,5p,9,interpolatepolynomial,55.32727543794104
lake2,MAR,2p,1,interpolatepchip,21.982765309310025
boiler,MCAR,2p,10,gafunet,6482.272190643251
lake3,MAR,5p,8,specunet,337.37148436636755
lake3,MNAR,5p,7,interpolatecubic,76.97286891708148
boiler,MAR,5p,8,interpolatecubic,137.69230790576512
boiler,MAR,2p,5,mtfunet,17577.017993294947
lake2,MAR,50p,2,interpolatenearest,971.203399999998
vibr,MNAR,20p,5,interpolatelinear,283.5644058736176
vibr,MCAR,50p,6,interpolateindex,862.67802127255
boiler,MAR,20p,2,interpolatepolynomial,561.6865781370375
boiler,MAR,2p,2,imputeffill,91.97999999999911
pump,MCAR,2p,8,interpolateindex,37735.07068666667
vibr,MCAR,50p,8,imputemedian,790.900372619207
boiler,MCAR,5p,4,interpolatenearest,202.37999999999863
vibr,MNAR,50p,2,gafsd2all4,1304.8555719727165
boiler,MAR,50p,6,rpsd2all4,314042.3911012701
vibr,MCAR,50p,7,interpolatecubic,1618.7298028386645
lake3,MAR,2p,6,mtfsd2all4,100.84959666573786
lake2,MNAR,20p,5,interpolateakima,265.945276399931
lake1,MNAR,2p,7,specunet,170.84294132453266
lake2,MNAR,20p,5,mtfsd2all4,1568.5649115856286
pump,MCAR,50p,5,imputemode,109026870.50256422
lake1,MAR,5p,9,interpolatecubic,48.26265997096664
vibr,MAR,20p,2,rpsd2all4,411.6105228675016
boiler,MAR,20p,3,rpunet,184671.1822140889
lake1,MCAR,50p,3,rpunet,2812.7795481508647
lake2,MNAR,5p,1,imputeffill,67.57569999999998
lake2,MCAR,2p,8,interpolatepolynomial,20.18624625688176
lake3,MCAR,5p,7,gafsd2all4,1014.7851710662824
lake3,MAR,20p,2,interpolatenearest,252.7370999999999
boiler,MCAR,5p,4,mtfsd2all4,52030.94549275838
boiler,MNAR,5p,10,interpolateakima,114.70046745768752
pump,MNAR,2p,3,interpolatecubic,45998.02882238838
lake3,MAR,2p,2,imputeffill,35.16710000000015
pump,MAR,2p,10,specunet,1565441.6330939208
boiler,MCAR,5p,8,specsd2all4,77203.0832985057
pump,MNAR,5p,5,interpolatecubic,117276.21488976806
lake1,MNAR,50p,7,imputebfill,501.5683000000009
pump,MAR,50p,5,imputeffill,2631839.927036566
lake3,MAR,50p,9,interpolateindex,617.9977533804432
lake1,MAR,2p,10,interpolatecubic,9.693055031722906
lake1,MAR,2p,2,interpolatepchip,19.032180454927925
lake1,MAR,50p,8,imputeffill,605.9549000000003
lake1,MNAR,5p,9,imputemedian,204.34099999999995
lake3,MCAR,2p,4,imputemean,47.07672726602797
pump,MCAR,50p,7,interpolateakima,1085589.6501850819
boiler,MCAR,20p,1,interpolatequadratic,537.7937109212627
pump,MAR,5p,9,interpolatepolynomial,103495.37321555655
lake2,MAR,50p,2,interpolatepchip,837.3247882233692
lake3,MNAR,50p,10,interpolatepolynomial,593.8004571007157
lake2,MNAR,2p,1,imputemode,81.39289999999949
vibr,MNAR,5p,6,imputeffill,97.53957020251359
pump,MAR,2p,1,gafunet,3984944.440843148
boiler,MAR,2p,3,interpolateakima,45.47518116806634
boiler,MCAR,5p,6,interpolatelinear,103.41833333333273
lake2,MNAR,20p,10,interpolateakima,258.7377016633268
vibr,MCAR,5p,1,mtfsd2all4,126.8962091541776
lake3,MNAR,5p,10,imputeffill,42.37200000000007
boiler,MNAR,5p,2,interpolatequadratic,125.41692548042829
lake3,MAR,2p,5,specunet,206.91900980096264
boiler,MNAR,50p,6,specunet,550307.0190613819
lake3,MAR,2p,4,interpolatelinear,21.79129999999998
boiler,MNAR,5p,4,specsd2all4,77541.27960898414
vibr,MAR,50p,6,gafsd2all4,1461.7089141799743
lake1,MCAR,20p,6,gafunet,818.1136060492404
lake3,MNAR,5p,6,gafunet,198.1710691907994
pump,MAR,2p,7,interpolatenearest,42512.04261
lake3,MAR,20p,1,interpolateindex,218.72346666666667
lake2,MNAR,2p,8,interpolateindex,30.708050000000412
lake3,MCAR,5p,10,interpolatepchip,23.797207700009437
lake2,MNAR,2p,1,interpolatecubic,38.19528719357288
vibr,MAR,50p,2,imputeffill,905.4633374206207
vibr,MNAR,20p,1,interpolatecubic,447.28758959078573
lake3,MAR,2p,7,interpolatenearest,32.52310000000003
boiler,MNAR,50p,7,mtfsd2all4,272762.0801082234
boiler,MNAR,50p,3,rpunet,307414.89604762464
pump,MAR,20p,7,interpolatecubic,495850.72738454014
lake3,MNAR,20p,9,imputebfill,187.48190000000017
lake1,MAR,20p,4,interpolatepchip,119.53959793949082
boiler,MAR,20p,8,imputebfill,1149.0600000000006
lake3,MAR,5p,10,interpolateindex,53.89563333333331
vibr,MCAR,50p,3,mtfunet,904.6143031801646
lake2,MAR,20p,3,interpolatecubic,356.93280999049375
lake1,MAR,50p,10,imputeffill,836.9568999999992
vibr,MCAR,20p,7,gafunet,407.49737707235926
lake1,MNAR,20p,9,mtfunet,1300.2116688886676
lake1,MCAR,2p,9,interpolateakima,4.687180494889901
lake2,MAR,5p,5,rpsd2all4,303.4604409268736
pump,MNAR,50p,4,interpolateakima,1138029.358552087
pump,MCAR,20p,4,interpolatepolynomial,475784.72406228486
boiler,MNAR,5p,4,rpunet,45568.55851535331
pump,MAR,20p,4,mtfunet,21180527.806792844
lake2,MAR,20p,2,gafunet,2025.310957016939
boiler,MAR,50p,4,imputebfill,7674.09000000002
boiler,MCAR,50p,3,interpolatelinear,1120.0205509360076
pump,MCAR,2p,4,interpolatecubic,47013.50220693775
boiler,MNAR,50p,1,interpolatepchip,1321.4536721060185
lake2,MAR,20p,6,rpunet,1109.5589751459
pump,MCAR,5p,5,interpolatequadratic,113593.97409727966
lake3,MAR,50p,5,imputeffill,621.5889999999998
pump,MCAR,20p,9,interpolateakima,402595.7699147674
lake1,MNAR,2p,8,imputemode,147.19440000000031
pump,MNAR,50p,8,interpolatecubic,1472452.7947035115
lake1,MNAR,20p,2,interpolatelinear,108.89223666666709
lake3,MAR,20p,7,imputemedian,947.0652999999998
boiler,MNAR,2p,10,interpolatecubic,54.329854518132834
lake2,MAR,50p,6,mtfsd2all4,2785.581046998433
vibr,MNAR,5p,6,imputemedian,111.71257774696934
lake3,MCAR,5p,5,specsd2all4,427.3369547258294
lake3,MCAR,5p,10,interpolatelinear,23.514299999999963
lake1,MAR,5p,8,gafunet,342.95125030818747
boiler,MAR,20p,7,imputemode,88185.98000000001
lake3,MCAR,50p,4,interpolatenearest,427.69080000000025
lake3,MNAR,50p,10,mtfunet,2663.8661912279995
pump,MCAR,50p,9,interpolatepchip,1051969.8928068185
lake3,MNAR,2p,7,interpolatequadratic,19.29474994866473
boiler,MNAR,50p,10,interpolatepchip,1289.279025696465
lake1,MCAR,5p,7,gafunet,144.4932344998835
vibr,MCAR,50p,10,interpolatepchip,949.9413712875485
lake3,MNAR,2p,3,interpolatecubic,27.004538850465394
boiler,MAR,20p,7,interpolateindex,439.38988095239415
vibr,MCAR,50p,8,imputemean,789.1957604417785
lake3,MNAR,2p,9,interpolatenearest,11.406299999999959
vibr,MCAR,50p,2,imputemedian,742.2995996208733
boiler,MCAR,20p,9,interpolatequadratic,546.2304714794461
pump,MAR,2p,3,interpolatecubic,41899.980405215014
boiler,MNAR,20p,9,mtfsd2all4,210129.34774192804
boiler,MAR,50p,10,gafsd2all4,566675.6599999983
vibr,MNAR,20p,5,imputemode,520.6049937685448
vibr,MAR,20p,3,mtfunet,447.48042218929436
lake3,MNAR,50p,9,interpolatepolynomial,627.685465201138
vibr,MAR,2p,2,imputeffill,26.229603193017773
lake1,MNAR,20p,7,specsd2all4,1756.3013240130863
pump,MNAR,20p,2,interpolatepolynomial,483193.29234268155
vibr,MNAR,50p,6,specunet,856.2079888238147
vibr,MAR,2p,8,imputemode,46.700502893612544
lake1,MCAR,5p,5,mtfsd2all4,345.5375932645993
lake3,MCAR,5p,1,rpunet,470.44111278867126
lake1,MNAR,50p,6,specsd2all4,4176.9955902599595
lake3,MNAR,20p,5,imputeffill,193.2131999999999
boiler,MAR,50p,3,imputemedian,203025.87
vibr,MNAR,2p,5,interpolatelinear,41.07287854386807
lake2,MCAR,2p,1,interpolateakima,22.47666563488417
lake2,MAR,2p,6,rpunet,97.51877855860823
boiler,MCAR,20p,9,imputemedian,60553.66999999999
boiler,MCAR,50p,2,specsd2all4,513664.5973529841
lake3,MCAR,50p,5,imputemedian,1534.9642
lake1,MNAR,50p,5,interpolateindex,412.7236025957058
boiler,MNAR,20p,7,interpolatepolynomial,547.9997290353155
boiler,MAR,50p,4,interpolatenearest,4976.860000000022
vibr,MAR,2p,7,imputeffill,24.259945452461103
lake3,MNAR,2p,8,interpolateakima,9.287969951927067
boiler,MCAR,2p,3,mtfsd2all4,21369.587922285533
boiler,MAR,50p,10,mtfunet,225448.08773002707
pump,MCAR,20p,1,gafsd2all4,43585127.99568304
lake2,MNAR,5p,2,specsd2all4,384.58762557080047
boiler,MNAR,5p,6,imputemean,14711.306336099216
lake2,MAR,50p,2,gafunet,2472.3379881884175
vibr,MNAR,50p,10,interpolatecubic,15493.549116271839
vibr,MAR,20p,7,interpolatequadratic,472.58978604189804
vibr,MAR,20p,6,imputemode,654.5759191793687
vibr,MCAR,2p,1,interpolateakima,50.10662662443826
lake3,MAR,50p,6,interpolateindex,627.3287356360305
vibr,MCAR,50p,10,imputemean,750.124698944049
lake1,MNAR,2p,4,interpolatepolynomial,5.51903545390519
vibr,MNAR,2p,5,interpolatecubic,46.13005526377277
lake3,MAR,2p,2,specsd2all4,160.7664870136467
boiler,MAR,50p,7,gafsd2all4,549680.9499999989
lake3,MCAR,50p,7,interpolatepolynomial,464.4840253874337
lake1,MAR,20p,5,mtfsd2all4,1310.1540717281111
boiler,MNAR,50p,3,interpolateindex,1173.2710199722314
boiler,MNAR,50p,9,interpolatepchip,1309.8763925946464
pump,MCAR,20p,10,imputebfill,456898.6773380001
boiler,MNAR,5p,9,rpsd2all4,41761.478209543675
vibr,MAR,5p,7,interpolatepchip,83.2259863117974
pump,MNAR,5p,8,imputemean,2229107.2659947355
vibr,MAR,50p,8,rpunet,1001.2446459383694
lake3,MNAR,20p,7,gafunet,696.6516577347663
vibr,MCAR,20p,2,interpolateindex,341.6773773125782
pump,MCAR,5p,2,gafsd2all4,10910087.62811583
lake3,MCAR,2p,6,interpolatelinear,10.952650000000006
boiler,MAR,2p,2,interpolatecubic,54.625925814721086
vibr,MAR,2p,2,mtfunet,42.211475581010475
lake3,MCAR,2p,1,imputebfill,11.117100000000022
vibr,MAR,2p,10,imputeffill,39.82088713015217
lake2,MCAR,20p,6,imputeffill,284.5346000000004
lake2,MNAR,50p,8,interpolatepchip,665.2978428470961
lake2,MAR,5p,8,interpolatecubic,106.67252952471995
lake2,MNAR,5p,7,interpolatenearest,74.96260000000018
lake1,MAR,5p,9,specsd2all4,473.7894113238765
pump,MAR,50p,3,rpunet,49568408.54607799
vibr,MCAR,2p,10,rpunet,31.583838714264115
lake2,MNAR,2p,2,rpunet,132.56203654925957
vibr,MAR,2p,10,rpsd2all4,41.33052439570417
boiler,MNAR,2p,1,interpolatequadratic,52.202210004589915
pump,MNAR,5p,9,specsd2all4,3006157.169123093
lake3,MAR,50p,8,interpolatequadratic,654.6609760950419
lake2,MCAR,50p,5,imputebfill,761.9882999999993
lake3,MAR,2p,1,interpolatepolynomial,13.446372546061468
boiler,MNAR,50p,6,specsd2all4,801440.3619203985
boiler,MCAR,20p,5,rpsd2all4,155140.20556373757
boiler,MCAR,5p,6,imputemedian,14992.249999999996
pump,MNAR,5p,4,gafunet,4154226.934696708
pump,MNAR,5p,3,imputebfill,114184.68284000001
boiler,MCAR,2p,9,interpolatenearest,80.6199999999991
lake2,MCAR,50p,7,imputemedian,1782.4226000000003
lake3,MNAR,5p,4,rpsd2all4,408.61245430841643
vibr,MAR,20p,6,interpolatenearest,407.6666789502646
pump,MCAR,5p,9,interpolatenearest,109472.32236464843
lake2,MCAR,50p,9,interpolatequadratic,727.2760910077419
vibr,MNAR,20p,9,rpsd2all4,324.9607997794493
lake3,MAR,2p,8,imputemode,138.50719999999998
lake2,MAR,5p,1,gafunet,401.9434200890928
boiler,MAR,5p,5,rpunet,43044.09964651252
lake1,MNAR,50p,10,interpolatecubic,389.34956465092176
lake1,MAR,5p,5,imputemode,330.73370000000074
vibr,MCAR,20p,5,interpolateindex,367.29101353467775
lake2,MCAR,5p,5,interpolatenearest,62.825499999999806
vibr,MCAR,50p,10,specunet,1009.7178942769749
lake2,MNAR,5p,5,gafunet,321.3081712570379
lake3,MCAR,2p,10,specsd2all4,135.4061906239836
boiler,MCAR,2p,3,interpolateakima,46.36575473677203
vibr,MAR,20p,8,specsd2all4,458.0367761450261
pump,MCAR,20p,5,specunet,12146212.985072924
lake1,MNAR,5p,2,rpunet,327.8254153459028
lake2,MNAR,2p,9,mtfunet,170.63381460120956
boiler,MNAR,2p,8,gafsd2all4,22223.131545613363
lake3,MCAR,20p,9,interpolatenearest,151.96100000000024
lake2,MNAR,2p,6,interpolatecubic,29.0367427677362
vibr,MCAR,50p,1,mtfsd2all4,803.6006376964417
lake3,MNAR,5p,5,rpsd2all4,413.3087384993142
lake1,MAR,2p,7,rpunet,160.85149434706193
lake3,MNAR,50p,5,interpolateakima,406.36972952857195
lake1,MCAR,20p,6,rpsd2all4,1114.129559970066
lake1,MAR,5p,9,imputebfill,54.23169999999982
boiler,MCAR,5p,6,interpolatepolynomial,126.80199693297675
lake3,MNAR,20p,1,interpolatenearest,167.2566
pump,MAR,5p,6,interpolatepchip,87294.31294419366
pump,MCAR,2p,3,imputemedian,941249.5434899996
lake3,MNAR,50p,3,imputeffill,621.6354000000003
vibr,MCAR,2p,7,interpolatenearest,46.73485992130236
lake1,MCAR,2p,8,gafunet,71.62871269106552
boiler,MNAR,2p,10,interpolateindex,42.681666666666956
lake2,MCAR,20p,10,specsd2all4,2134.087951721022
vibr,MCAR,50p,10,interpolatequadratic,1152.0751719281907
pump,MAR,5p,1,interpolatepchip,85226.26064650566
pump,MAR,20p,3,interpolatequadratic,490664.09094451135
lake1,MNAR,50p,7,specsd2all4,4543.9708288238835
vibr,MCAR,50p,3,specunet,814.509346499993
pump,MCAR,50p,4,interpolateindex,1023142.7127337051
lake1,MNAR,20p,1,interpolateindex,104.83830428571417
pump,MCAR,20p,5,interpolatepolynomial,475733.7503689584
lake3,MCAR,2p,8,interpolatenearest,15.100300000000033
pump,MCAR,5p,3,rpunet,7206809.078255024
vibr,MNAR,2p,1,gafunet,42.744417521408664
boiler,MAR,20p,9,interpolatepolynomial,561.351878536717
boiler,MAR,50p,7,rpunet,230918.3920506538
pump,MCAR,2p,7,imputebfill,45043.820039999984
vibr,MCAR,2p,6,specsd2all4,16.90040841997731
boiler,MNAR,50p,7,interpolatenearest,3063.1500000000005
vibr,MNAR,20p,4,rpsd2all4,305.23776399950196
pump,MNAR,20p,8,mtfunet,17807318.74118642
vibr,MAR,20p,3,interpolatepchip,443.6810273488985
pump,MNAR,5p,6,specunet,2914072.979544307
pump,MCAR,2p,5,interpolateindex,37958.697003333335
lake1,MNAR,50p,2,interpolatepchip,321.611418890416
vibr,MAR,5p,8,imputebfill,120.15470500530364
boiler,MNAR,5p,1,gafunet,15772.458660475826
boiler,MAR,50p,1,interpolatepchip,1676.1761667572118
boiler,MCAR,50p,9,interpolatequadratic,1487.1310143604605
lake1,MAR,20p,9,interpolatepchip,139.68470375823836
vibr,MAR,20p,5,interpolatepchip,443.8064967007889
boiler,MCAR,50p,8,imputebfill,3756.9799999999987
lake3,MCAR,20p,8,specsd2all4,1532.1180078280186
vibr,MNAR,50p,4,specunet,975.3790838138301
lake3,MCAR,50p,3,imputemean,1520.8061089595385
lake2,MAR,50p,4,rpsd2all4,2573.2506319057893
boiler,MNAR,20p,2,gafsd2all4,219157.4093770584
pump,MCAR,50p,7,mtfsd2all4,46294206.82303518
lake3,MAR,2p,7,imputemean,106.41950427413389
pump,MAR,50p,8,mtfsd2all4,37418987.90867923
pump,MCAR,20p,5,rpsd2all4,28280290.762836166
vibr,MCAR,2p,2,interpolateakima,31.100084992178488
lake2,MNAR,50p,3,gafsd2all4,5814.342400000027
lake1,MCAR,20p,9,imputemode,1630.854700000004
boiler,MNAR,20p,4,interpolatequadratic,544.6640208139752
pump,MCAR,20p,7,rpsd2all4,28331506.365354247
lake3,MCAR,50p,6,imputemedian,1523.0791
lake3,MAR,50p,2,specsd2all4,2918.9282331819622
lake2,MAR,20p,5,interpolateakima,311.1052391837396
lake2,MNAR,5p,2,rpsd2all4,253.85653871799173
lake1,MCAR,50p,9,interpolatepolynomial,287.26116337967056
vibr,MCAR,20p,9,mtfsd2all4,368.15888036078826
pump,MNAR,50p,7,specunet,43576854.14016612
lake1,MCAR,20p,7,interpolatepolynomial,92.9907992171988
lake1,MNAR,20p,6,gafunet,1103.6726067699844
vibr,MAR,50p,5,imputeffill,1113.028840155926
lake3,MNAR,20p,6,interpolatepolynomial,190.71689451655433
lake3,MNAR,5p,1,gafunet,474.8994138996703
lake1,MCAR,5p,5,rpsd2all4,259.41108642458016
lake3,MAR,20p,5,imputeffill,202.1418999999998
pump,MAR,50p,7,interpolatepchip,2285977.4763078173
lake3,MCAR,5p,9,specunet,364.16449966167045
lake3,MCAR,2p,3,interpolatepolynomial,8.978383461415149
pump,MCAR,5p,9,interpolatelinear,93381.98776795247
vibr,MCAR,20p,4,gafsd2all4,580.2470311373888
boiler,MCAR,50p,8,interpolateakima,1207.1271954053568
lake1,MNAR,50p,10,specunet,3524.361550529293
vibr,MNAR,50p,10,rpunet,1009.1029453876264
lake2,MAR,2p,8,gafsd2all4,341.54790000000037
pump,MCAR,20p,8,imputemean,10241814.125395441
lake1,MAR,2p,2,mtfunet,166.1396166726767
lake1,MCAR,20p,6,imputemode,1684.7610000000038
pump,MNAR,20p,3,interpolatepchip,399040.2929821331
boiler,MCAR,50p,1,imputebfill,3684.479999999993
boiler,MAR,20p,4,mtfunet,185225.10219504722
vibr,MAR,50p,2,gafunet,949.0541903223923
lake3,MCAR,5p,6,rpsd2all4,322.1991280039816
lake3,MAR,50p,6,rpsd2all4,2847.32271371281
pump,MNAR,20p,8,interpolatepolynomial,479488.0571400138
pump,MNAR,2p,1,rpunet,2849194.4452782497
boiler,MAR,20p,7,gafunet,101651.5510182472
vibr,MCAR,5p,5,imputeffill,119.335419093089
boiler,MNAR,2p,2,imputeffill,82.65000000000032
lake2,MNAR,50p,4,specsd2all4,5778.595328823179
vibr,MAR,2p,8,gafunet,56.14549249905274
lake1,MCAR,5p,9,interpolatenearest,31.800899999999785
lake3,MNAR,5p,10,rpsd2all4,370.7079250873595
lake2,MNAR,5p,2,gafunet,460.12768092747604
boiler,MAR,2p,2,specsd2all4,29664.1344624308
lake1,MNAR,5p,9,interpolatepchip,21.653240302425274
boiler,MCAR,5p,6,imputemode,15259.169999999987
lake2,MCAR,20p,8,interpolatequadratic,241.61543093041075
lake3,MCAR,50p,8,interpolatenearest,497.84450000000027
lake1,MCAR,2p,2,imputemedian,69.24850000000004
pump,MCAR,5p,8,interpolatenearest,110425.63302000004
pump,MCAR,20p,2,imputeffill,466668.73160590045
vibr,MCAR,20p,6,imputemode,501.79952023300854
lake1,MAR,2p,2,imputemode,160.8161000000003
pump,MCAR,5p,8,imputebfill,114053.24986059767
vibr,MCAR,50p,5,imputebfill,980.5607606910191
lake3,MNAR,5p,1,imputeffill,34.91330000000002
vibr,MAR,50p,1,interpolatelinear,1001.4806241627639
lake1,MCAR,20p,8,gafsd2all4,2028.7152999999978
vibr,MCAR,2p,10,imputeffill,21.152506351801573
lake1,MAR,20p,6,imputeffill,168.34520000000032
lake3,MNAR,2p,8,rpunet,161.26833691288147
lake3,MAR,50p,3,interpolateindex,613.4048339144189
boiler,MAR,20p,3,interpolateakima,469.936370620371
lake2,MAR,50p,9,interpolatelinear,778.0056806658562
boiler,MAR,50p,8,imputeffill,8121.820000000016
boiler,MAR,2p,7,mtfsd2all4,19623.885601255915
vibr,MNAR,50p,8,interpolatenearest,984.6518020988498
pump,MCAR,20p,6,specsd2all4,11778710.93445626
lake1,MCAR,2p,2,specsd2all4,206.46591976122198
vibr,MCAR,20p,1,interpolatenearest,377.81019527371575
boiler,MAR,2p,5,specunet,27914.430260433095
lake1,MNAR,50p,7,imputeffill,452.36590000000047
pump,MCAR,5p,5,gafsd2all4,10934273.793971337
lake2,MNAR,5p,8,interpolatecubic,58.896731327186444
lake1,MCAR,2p,10,interpolatelinear,9.12250000000023
lake1,MNAR,20p,2,mtfsd2all4,1398.763317740799
lake1,MCAR,5p,1,imputemedian,165.00060000000013
pump,MNAR,5p,2,imputemode,2221091.34808
lake2,MNAR,20p,2,imputemean,738.7539729241884
pump,MNAR,2p,1,gafunet,1630972.7164976588
lake2,MCAR,2p,3,rpunet,115.38600868220806
vibr,MCAR,2p,8,imputebfill,32.542555790777264
lake3,MCAR,20p,1,imputeffill,188.80409999999966
boiler,MCAR,20p,8,interpolatecubic,561.7855739576202
vibr,MCAR,50p,1,rpsd2all4,854.0159254577027
lake1,MNAR,5p,7,gafunet,263.0098329101626
vibr,MNAR,5p,7,mtfunet,80.93934228071407
lake3,MCAR,2p,1,imputemean,56.19030221075931
vibr,MAR,2p,2,interpolatecubic,56.54565580231366
lake3,MCAR,50p,8,specunet,4073.3087502795584
lake2,MCAR,2p,9,imputemode,88.99599999999987
lake2,MCAR,5p,5,mtfunet,433.6550693207679
pump,MNAR,50p,9,specsd2all4,35977418.698524915
pump,MAR,2p,2,imputemean,2013948.312270624
boiler,MNAR,50p,1,imputemean,149629.64508554246
vibr,MAR,50p,9,imputeffill,883.1191610839142
boiler,MAR,50p,10,imputemedian,203078.50999999998
lake2,MCAR,2p,5,interpolatequadratic,26.090160139212344
vibr,MAR,2p,6,imputemode,80.69825257453293
lake1,MCAR,20p,8,imputeffill,129.61510000000072
lake1,MAR,50p,9,interpolatenearest,460.83780000000064
boiler,MCAR,20p,9,interpolatenearest,840.3099999999968
lake2,MAR,5p,5,interpolatepolynomial,68.17452392668656
lake2,MAR,20p,9,rpsd2all4,1014.5153221419575
boiler,MCAR,20p,10,interpolatenearest,850.570000000004
lake2,MCAR,50p,10,imputebfill,771.7994999999981
lake3,MNAR,20p,9,rpunet,1326.3378318455611
lake1,MCAR,2p,10,interpolatecubic,7.789544000027547
boiler,MCAR,50p,1,interpolatepolynomial,1476.5899494493772
lake1,MAR,5p,3,rpsd2all4,332.463579191418
vibr,MAR,20p,9,interpolatecubic,514.186277980872
lake2,MNAR,2p,6,specunet,182.70318184842608
vibr,MNAR,20p,9,imputemode,610.1523433391076
lake2,MCAR,5p,4,interpolatecubic,66.40496715093718
lake3,MCAR,50p,5,interpolatecubic,508.6356409951514
lake3,MCAR,2p,2,interpolatequadratic,17.46270929444222
boiler,MNAR,50p,8,specsd2all4,803916.7775600498
vibr,MAR,5p,9,rpsd2all4,107.4471452144638
lake2,MAR,5p,4,gafunet,566.9373915507322
pump,MCAR,5p,9,interpolatecubic,115387.15420826666
pump,MNAR,50p,5,interpolateakima,1142216.481315554
boiler,MNAR,5p,3,imputemean,14688.51878166465
boiler,MCAR,5p,7,interpolatenearest,207.0100000000025
lake2,MCAR,5p,2,mtfsd2all4,351.9560755427383
lake1,MCAR,5p,9,mtfsd2all4,326.91544218000666
lake1,MAR,50p,8,gafunet,2432.9402289113764
lake3,MNAR,5p,3,interpolatecubic,50.920150742245085
vibr,MNAR,20p,7,interpolatequadratic,378.43649063541847
vibr,MAR,5p,2,imputemedian,82.11025820061609
boiler,MNAR,5p,8,mtfunet,45576.80960867521
